FRS_ID,TRI_FACILITY_ID
110002353747,62521KDMNF625SO
110000410608,49423QLTYL630OT
110000889156,60007JFFRS850LU
110000423337,54935WLLSM26SBR
110066942349,46285LLLLY1200K
110000840181,43609THJNN2332B
110009516979,53051GKNSNN92W1
110018334006,60153FLNTN2601G
110001840562,49507RWNTR1500U
110001844229,48838DRFBR8394P
110000493617,45750THRLT114WE
110000392405,45036MTXNC1500K
110010891366,53104TNDST84331
110000772593,60938NCBRS540EU
110002109227,43207CLMBB1000B
110000390498,44646SCHMC600NO
110001853325,49464GNTXC600NC
110000433273,60480RWLLC10100
110025333315,48187GRNFL7295H
110022523063,43025HNDRC277NH
110066942303,53950LRWLK206NJ
110000436699,61068SLGNC400N1
110000386350,44095PCCRF34300
110000742901,60119RDGRS404WE
110041996285,44030TRNSP333GO
110000595525,61342CNTNN1STAV
110018372269,61077SWRDS16377
110000388107,44142VLNPR15583
110001367501,6108WWHLCL29NLC
110006309057,44837LKPRK4SEMI
110056339886,54904TCNRG4995S
110040842700,6013WKLNDT114KI
110002117165,48088WLLMN2280W
110001808624,60617MRBLH3245E
110000427155,56283ZYTCC1425E
110001444232,55016PNRTH948JA
110002354602,47885WBSHR444WS
110022411344,61840DTCMM2949C
110005812996,60123DNTSP1212A
110009388910,46803WSSHM2531B
110000392183,45014CLVRY9233S
110020518590,47394TMSCN2INKS
110058948714,6016WLNMCH3131W
110002112865,45067MGNDC400ES
110033153824,6010WTRLLB91PHE
110038106117,4504WQKRCH3431Y
110001135833,46706BRNFN2278C
110058459234,4654WLPPRT14489
110008817913,55427LBRCT900ME
110020159843,4756WWBBWH984WE
110002053688,4945WPTRSN314WE
110060276758,60102MYRMT111IL
110001130749,54455SNNTR1000S
110000416773,53081CLPSM1828O
110017771366,60638TBCHM4801S
110000825297,45305CNTRY111NO
110001618848,43605HSRFH700NO
110012339380,56283HBSMN210IN
110003116556,4631WHSRRL3915K
110001129476,43420GRTLK1101N
110012705938,44087RCKWL8440D
110000852667,48239GLVNZ25425
110000433451,60506MTLRT1001W
110000835561,49002KLMZS3921E
110008796810,56560MCLC01101S
110043326601,5453WBRTNN9221C
110000382960,43316PRCLN225NP
110002125209,60411TRNTY2705S
110067390291,6295WWLLMS16468
110000404937,48065LLPRD74100
110002122541,55122RSMNT1256T
110000766948,45338FDSPC211WE
110042001099,4655WJCKSN112EA
110020518554,46705TRNNC5HLTH
110044930046,4809WNVCST25737
110001225111,45408DYTNW1147S
110000437304,61109RCKFR84039
110001686015,60443GLDBN21800
110042008537,47591VNCNN2007O
110001236341,47150JLBRBDIREC
110000901043,44315LRLCR1210M
110054184093,4943WHSFFL19NWI
110043544028,4793WSTLTC356SU
110060260756,6155WVCNPR775WB
110001356700,61834KRPPG75WAL
110002123247,55427RSPPL3968W
110002377534,49242DSYXX221IN
110018264876,60090MYRMT129SR
110000888665,60646PRLSS5800N
110008819804,55075NNCRBHWY55
110000852346,48125NKKWL2525B
110013815069,45365SCHND920SO
110020487560,46510SYMMT111NC
110000421035,54140JCKSP401WN
110041985484,60441BBSNB1354E
110004628341,45331CDLLC5963J
110000790911,60406HYSNC3000W
110013816219,49078SFRTC411WA
110005490986,54129SRGNN46S8T
110003738206,56303PRCSN6925S
110018120228,61021MBYSP820PA
110001843989,48031NMTCS2000H
110002112516,44875FRMSH40HIG
110000791171,60025SGNDC3700W
110009634495,44224CTYMC1676C
110000424586,55128HBFLL2900G
110000384076,43607PPSCL3245H
110022523170,46582THYDS294BE
110002472388,48044NTNLB17500
110002121481,54016MPRMN1360L
110001619712,44408HMTWN44708
110006111545,4585WTHMSC37STA
110020518661,48098KMXLP5WLNG
110055536754,4654WNDNGL5172L
110001628285,44256SGNTR1035W
110004591754,44139KTHLY28775
110002111410,44256FRMRT930LA
110027215671,53532SNMXN65BAS
110000410476,49423GNZNK40E64
110001288375,60609FLSCH2143W
110041890111,5490WWLDNP167W2
110000434824,60625MDRND5419N
110005832377,60193THRJS60760
110001840946,48161DTRTS1510E
110000383068,43351DFNCP250CO
110020518876,53115BRPSN329HA
110002346284,53212DLCLC4066N
110002125762,60638DLBXC4800S
110004735608,44706MDWST4936S
110020054894,48083KDSCN37RBB
110000398908,46516FNSHN4221M
110000768508,60056NTRSW601EK
110025333299,48066LNCLN1585E
110002125922,60645BLLHW6800N
110013962514,53207JNSSL700EA
110043090017,49221BCKYP410EA
110024423818,46013DLCPR2902E
110002034101,53508NDRSN220SE
110001366744,47905SMRFT40CHE
110001623306,44902WHTCN250WA
110060259937,5302WGYNLL28IND
110060259189,6230WHBRNG17TUR
110003765462,5605WTBLKC52182
110000436378,61008PPGND1800W
110002117138,48084FSHRC1625W
110012704430,53545NRWDP1309P
110000790591,6051WRXNRD24CUR
110064365663,5395WWSCNS522GR
110009389401,46733FLTWD1410W
110007748063,45373DNNRBDYEMI
110000494411,54771STLLF505NA
110067425780,4638WMSTBL75SIL
110000405017,48071GTVLN31100
110002445765,53140WLDRF68352
110009569369,46241MPLHR3745F
110002378043,44811HRNSC15581
110002113043,45215CMLKN10540
110002111893,44512WSTRN500MC
110013287282,46545VSYST55656
110001821556,60639PLSTC2623N
110000616842,45012MSLRN1561G
110001446132,56308CNTRL6325C
110000791698,60191MRCND1500M
110002110064,44011PRKRH1160C
110003933986,55427PRCSS71083
110015680191,53213HRLYD11800
110002117753,48208MCCHM4470L
110002115167,46514QLTYC52548
110067355908,5574WDTRTR3895S
110041568568,44875HSTLT140WE
110000405099,48078CRTSC6645S
110000419654,53538MTLCN105EA
110000393921,45246GCSCC199CO
110000403215,47421GMCCNNORTH
110002384580,47542RTCMN1037E
110000768713,60521STRCH360SH
110002037028,53063HSTCK8402C
110000419093,53224CCHMC8415N
110000394886,45439GNRLM2601W
110067448284,46567SNYMP801EC
110000435468,60638WRGRC6050W
110000382684,43228NVSTR800MA
110000430837,60115SPLDN1300S
110000768198,54903FNSTR2501U
110002114051,45601MDCRP1101R
110050297936,62526DMCRN4666F
110000386715,44105NRTHM4455E
110000395117,45601MDCRP401SP
110000399444,46550VTCNC900EW
110000418245,53204BLCKH1000W
110000422454,54601NRPLX1300N
110000790573,61256MCKYS4075T
110000399015,46517MNCCC1722W
110000409709,49201NTRNT1040H
110000421286,54220FSTRN4343E
110000384361,43616SHLCM4001C
110000393574,45232NTRCN4660S
110000790314,61701THRKC1201E
110000396321,46060FRSTN1700F
110000888969,60018DTZGN250WI
110005548425,53948RYVCC333SO
110002123372,55435MGNTC7490B
110000592412,46733FLTWD1031U
110000494082,49003KLMZM2019G
110000395466,45804RNDLL1046G
110006531887,46345KNGSB3RDRD
110000592332,46574CHRLSROOSE
110000742643,53188RTCRP1900E
110000403288,47446RGLBLMETRI
