FRS_ID,TRI_FACILITY_ID,GHG_ID
110000602633,46320STTLN103ST,1007105
110025213061,56001MNKTN1FAZI,1000437
110001829610,55077NVRHL31851,1003409
110000593028,48184FRDMT38303,1002755
110032895357,45714SHLNDHWY7N,1003790
110000420205,53704SCRMY910MA,1002144
110000416381,53044KHLRC444HI,1004632
110000427501,56649BSCSCSECON,1007994
110017421084,48605SGNWG1629N,1002347
110043810926,62024LNCRPLEWIS,1004542
110055064362,43971WHLNG219PU,1006756
110000594811,56284STHRNEASTH,1007098
110000493831,47201NKMRC2900W,1003141
110007372100,55705LSKNN5699C,1000686
110050463923,49036LCHML368WG,1003833
110056930193,56537TTRTL24961,1004731
110043805585,4310WSBLMN3979S,1002989
110043222982,4762WVNTNR721PR,1006490
110000420606,53959GRDFN700AS,1002034
110050297717,48121FRDRG3001M,1005668
110000493555,44711SHLND2408G,1005390
110064107461,55121GPHRS3385S,1007731
110000417433,53142PLSNT80009,1006632
110043813816,55071SHLND100WT,1002027
110000433013,60450QNTMC8805N,1000342
110000384735,43812STNCN500N4,1003419
110000394056,45324CMNTCSWCOR,1006212
110000422908,54848PPTLBEWORD,1003607
110043802267,54981WPCFNTOWER,1001863
110000418502,53208THFLK3001W,1006482
110040996134,44510NRTHS2669W,1002768
110000422524,54603NRTHR200SB,1000219
110000383521,43512GMCXXSTATE,1001755
110000592458,46796NRYLGUS24E,1006093
110042023495,44641JLSPC1500W,1008994
110006165746,60039TCNDSRT31X,1003473
110000591538,43515WRTHN6303C,1011697
110000419789,53549LDSHMEASTJ,1004608
110000396606,46151NDNPL4040B,1001534
110000392557,45043RMCNCMIDDL,1000274
110000591609,43961FRSTNSTATE,1006794
110038166365,53566BDGRS820W1,1002032
110030736693,46947NDRSN3389W,1005969
110040912313,61068LLNSR19STE,1004276
110000391406,44811MGNSM301SA,1010145
110056971807,43138GNRLLROUTE,1003658
110041995758,60088SNVYN201DE,1000286
110002121515,54157WSCNSW1830,1000985
110000592216,46401NRTHRCLARK,1001538
110017397752,55744BLNDN115SW,1006102
110000745739,43512MNVLLTHIRD,1003349
110000431854,60178SYMRF917CR,1007158
110000391040,44706CNTND4575S,1009529
110000403359,47522NVLSR300HW,1006000
110011697075,62217LLNSP1901B,1007302
110000393958,45302HNDFM12500,1001842
110043786249,62953LCTRC2100P,1000340
110017413547,54494CNSLD950FO,1006095
110014325300,47977CNTRL413CR,1010991
110000417709,53154KCRKP4801E,1000982
110000424032,55102HGHBR501SH,1000690
110003609024,48759MCHGN763BE,1006343
110000592788,47635KSTLC6500N,1000214
110001627366,44270MRTNS151SI,1002203
110000433905,60608FSKGN1111W,1007201
110038158524,55396HRTLNHWY19,1003907
110001618385,43902HVLLY56854,1010107
110000594884,56470NVRSKHWY71,1000610
110041963168,60439SDRGN9700S,1001899
110000617226,44482BCLRD2300H,1004221
110000399970,46680NWNRG3201W,1000415
110000412170,49707BTBPR416FO,1005337
110000392860,45153CNCNN1781U,1001007
110001620121,44117LNCLN22801,1002114
110000435191,60633FRDMT12600,1006752
110000385958,44077RCPLS786HA,1010408
110006060145,56118THNLLHWY60,1007830
110000593171,48732DKRNJNWEAD,1007374
110000408942,49016WLDRF177AN,1007871
110002034281,53806JSTNM716JA,1000989
110055498475,4744WGRFFN7358S,1011551
110002321381,46312PRXRNFOOTO,1002120
110002321381,46312PRXRNFOOTO,1002119
110000382005,43130NCHRH1115W,1004508
110000391816,44875SHLBY34MAN,1006014
110000797763,49016PSTDV275CL,1004633
110005427323,54956KMBRL249NO,1003741
110031108584,49276GLBLT1144C,1004228
110039173854,4762WBNGBN8999W,1003377
110002074111,4694WLGNSP8THAN,1007752
110000733010,48079KZSLT916SO,1006063
110000422043,54455MSNPP100MA,1007273
110000607558,46304BTHLHBURNS,1003962
110000402314,47250CLFTY1335C,1001531
110024282186,43612CHRYS4000S,1005554
110000573692,54494CNSLD621BI,1003327
110000500440,61630STPRP600WE,1002575
110000493788,46774SPRRL14214,1004100
110000745971,47905STLYM3300U,1005988
110043798744,47446LHGHP121NO,1003891
110000411037,49445BCCBB151NC,1000668
110020653808,56241GRNTF1545H,1002173
110000392628,45052KSRST10743,1002188
110000434174,60609NCHMC4650S,1001336
110013816228,48162SPRTN3300W,1005418
110000403723,47630SGCFB3711D,1001544
110000568154,49221NDRSN525GU,1004275
110042066046,62655MRNCR800WW,1001517
110017410194,49016MCHGN79EFO,1004672
110000384664,43812CLWWT2266S,1001664
110008058305,48601LCHML2600N,1003296
110008811492,56073NWLMP310FI,1003704
110000403420,47542FRBST4689S,1010674
110021292260,6009WZNNRG9THST,1000805
110000418174,53201MLLRB4000W,1006570
110000437965,61547CTRPL8826W,1005990
110000385164,44012FRDMT650MI,1000104
110000409843,49204QNXCRPOBOX,1003965
110000386225,44092THLBR29400,1000621
110000592396,46721STLDY4500C,1005584
110000396223,46041FRTLYROAD3,1005677
110000605426,43913CRDNL306CO,1000839
110000389482,44314KZSLT2065M,1006625
110000594081,53806NLSND11999,1000984
110000398212,46368BTSTL6500S,1007866
110000439366,62433MRNCR15142,1001516
110000404740,48054DTRTD4901P,1000678
110001368797,47130PLLMR71PRT,1010569
110056961257,60406BTLSP131ST,1004869
110042073332,45636RSTCHRT52A,1007401
110000573718,54494CNSLD231FI,1004874
110000405384,48091WRRNS22800,1005553
110002044715,53177SCJHN2512W,1003248
110038932411,60434MCCHM12MIL,1009505
110000850945,54481NNHPP3243W,1005293
110000425656,55418RVRSD3100M,1000693
110000406917,48218DTRTD1BELA,1000677
110000392487,45042BYWST700CO,1006558
110008581659,44446FRSTN1047B,1000850
110040969805,53105BLLFS815SM,1005977
110001850015,56201WLLMR71BEN,1004590
110008058369,48218DTRTL25MAR,1006263
110037389260,4724WHNDMN2755N,1011124
110013886875,61242MXXXX22614,1006665
110000403670,47620GPLSTLEXAN,1007511
110000412394,49858MNMNP144FI,1006129
110000494732,61821KRFTN1701W,1011249
110000404802,48060BDDYP1700W,1004895
110000392156,45012THBCK400DA,1007977
110000432265,60410VNDNBI55AR,1004708
110000591841,45144DYTNP14869,1001010
110000427020,56156GRNRG502SW,1005284
110033219167,46120LTRND2265E,1005382
110030482047,46952CNTRL2955W,1006083
110033219050,5603WBFFLL1125B,1005526
110000395590,45833CNTRL234SJ,1004821
110000834036,4702WNCHRG2WEST,1002178
110005980867,4631WPHNXS3236W,1001346
110002353854,62934WLLWL420LO,1001681
110017431162,49252MCHGN720HE,1000993
110017412771,54981WPCFN406ND,1002200
110067426654,45001HRCLS356TH,1002879
110007158128,43113PPGNDPITTS,1003304
110000423612,55003SKNGG1103K,1000691
110000397197,46221NTNLS1515D,1005479
110000407417,48422MCHGN159SO,1004477
110001923278,53211WSCNS1514E,1000041
110000850525,45750GRSCHRTE7S,1007185
110000595794,62644HVNPWSTRTE,1001524
110000592047,46041RCHRDPOBOX,1003215
110031001421,53935NTDWSW1231,1002662
110029312349,47978RQSBN751WS,1003714
110006306274,44045LTVST15WIL,1004081
110000833518,62656BLLGL1200N,1000004
110000401538,46947WLSNF35BYP,1006783
110000421614,54305JMSRV500DA,1000590
110000412303,49801GRDFN801SC,1007223
110000405393,48091WRRNT21500,1005485
110043419903,54221MRRCR2001M,1002751
110000408791,49007JMSRV243EA,1000409
110011945681,44105SGCLV3060E,1007177
110000426995,56098CRNPL7116T,1002950
110000384496,43701WNSBR1700S,1002226
110000758298,48441THNTR30BUE,1002529
110000741859,44681BLDNBDOVER,1005773
110017409320,55337BLCKD1400E,1000689
110000850623,45804LMRMY1155B,1002228
110038364221,5464WCSTLRINTER,1005051
110009650911,43566MNVLLPLANT,1002922
110011828068,60650KPPRS3900S,1000336
110000741715,43302MRNST912CH,1007577
110006142414,54467RDFDS1701H,1002284
110000421918,54417WSPPR2NDST,1006679
110000418156,53201HRNSC4400W,1010264
110000746211,61953QNTMCROUTE,1007110
110000439623,62618XCLCRRR1BO,1002346
110000397516,46241RLLYT1500S,1001155
110000404198,47903LCLFYEASTM,1004649
110040897269,47581NWNGCUSHWY,1002741
110000386029,44087DYGLC1570E,1007765
110001442341,5579WVRGNP6182N,1003228
110040862527,49423HLLND491E4,1001106
110037388877,4614WCVNCL671SM,1011198
110055038347,6044WGWLCT35WES,1009613
110009397535,55379BLLKG127TH,1000424
110000383317,43460LBBYW140DI,1002499
110041962873,62084SHLLLRTE11,1007518
110000382381,43207LSLCT1800W,1006951
110000427075,56215CHPPW27020,1001143
110012566767,44482LTVST2234M,1003380
110000557594,60915RMRPHRT50A,1005577
110000737070,56401PTLTC1801M,1003856
110000411108,49460JHCMP17000,1000670
110000602045,47630LMNMCHIGHW,1001877
110001318770,48723MCHGN725AL,1006312
110000544233,54494CNSLDNASHR,1007400
110000421151,54154SCTTP106EC,1004083
110000422597,54632DRYLNS4651,1005775
110017422733,48042GNRLM3300G,1004695
110000384325,43616FRSTN4701B,1007242
110000417228,53110LDSHC5481S,1005442
110000421384,54221MNTWC1303S,1000987
110000538963,56345CNTRL17936,1003924
110003781578,56560BSCHG21012,1003086
110000434236,60614FNKLS2011S,1006436
110009973831,47586WPCFN9856S,1002756
110000394029,45320NTNTP975SO,1009879
110000385645,44055SSLRN1807E,1002714
110000400325,46733CNTRL1200N,1004599
110000595339,60434MBLJLINTER,1006068
110000595339,60434MBLJLINTER,1005852
110000394948,45449PPLTN1030W,1002434
110001476670,61125SNSTR24211,1007076
110057445581,44004SCMCH2900M,1001839
110041698268,53182PRSGN35517,1001108
110031262407,56137HRNLK91246,1005929
110025336580,48849SBWDB7795S,1003135
110000424390,55114WLDRF2250W,1006988
110022398369,53726MGWST515WA,1000249
110009989904,60525GMCLC9301W,1005197
110000393191,45215GNRLL1NEUM,1001862
110000381881,43113DPNTCUSRT2,1001720
110041946197,45804GRDNL2485H,1010679
110056955120,6206WBNGBN395BI,1005170
110033155920,4601WNSTS431W7X,1006970
110009423702,43502LCHYF901ST,1002022
110000383549,43512MNVLLCARPE,1003348
110000421534,54303PLLMP1530N,1000790
110000578072,62525STLYM2200E,1000334
110000422962,54880MRPHY24THA,1003472
110000420900,54123SCTTP3120R,1002013
110000422267,54487NKSPCN9090,1003884
110001848886,48090GMCTC6250C,1000380
110011266003,62568GSRGP1200E,1011038
110001815518,61301LLNSCLIBER,1006738
110043806101,62864GNRLTHWY14,1003416
110000438107,61602RCHRDFOOTO,1000466
110000392557,45043RMCNC1801C,1000274
110018402780,61537THGNCRURAL,1002652
110001686042,60436MNVLLRTE6C,1003567
110013812918,54768CTHNL815WM,1004761
110025333057,46392GRGPC484EC,1005956
110043801810,5570WMSBNG65HIG,1005144
110064208502,54303NMXCR2099S,1000360
110000401360,46902KKMTR2401S,1007544
110000434940,60629NBSCB7300S,1002194
110000386494,44103DYGLC4515S,1007555
110000426478,55912GHRML500NE,1006347
110000594642,55924LCRNCHWY14,1005149
110000437947,61520CLCDC17751,1001004
110001840964,48157JRWHT4525E,1000672
110000395938,45885PSTMR1100M,1005445
110000416782,53081JLFRN4243G,1006488
110000427093,56232GPRCS8THDI,1002291
110018311389,61832TPKNC915NM,1002594
110000436476,61021DXNMR1914W,1004899
110025317235,62451LNCLN146N1,1004668
110056904060,43302PTBRF166HI,1004902
110018318649,61354JMSHR17UNI,1010611
110000423426,54952SPPRM69WAS,1002862
110035810799,551443MC3M251CN,1002574
110035810799,551443MC3M251CN,1005043
110000384940,43964TMTDV100TI,1004944
110000424407,55116FRDMT966SM,1003226
110043972207,60901HNKLCSKENS,1000356
110000437377,61125SNDST4747H,1007077
110000386699,44105LMNMC1600H,1005286
110000592010,45879LFRGCCOUNT,1007766
110000407783,48626HMLCK12334,1003967
110000395484,45804SPRRF1820M,1011726
110000407257,48310FRDMT39000,1003262
110064152385,55441HNYWL12001,1010241
110000493902,47902STLYM2245N,1001675
110000405927,48161DTRTD3500E,1000676
110017426962,49855MRQTTEHAMP,1000684
110000423658,55016LSPCT95251,1001291
110000593910,53019WSTRNN4520,1002455
110033676564,5618WVLRWL14441,1006946
110037144603,46402RCLRM1NBRA,1000895
110043810276,53074PRTWS146SW,1006630
110008754721,55425VTCNC2800E,1009807
110042001847,61520NWCNR2329E,1006491
110043795462,43611SPCLT655BR,1002973
110000419538,53511RCKRV827WB,1005672
110000554828,48217MRTHN1300S,1006388
110040877619,54457NKSMLMARKE,1004396
110017414742,60501CRNPR6400A,1000261
110000742019,46206LLSNG2001S,1002607
110017425375,48077STRLN38111,1007918
110000409291,49078MNSHC320NF,1000248
110000591930,45715MRCNLCOUNT,1003708
110000591930,45715MRCNLCOUNT,1000852
110000394145,45342DYTNP9200C,1000848
110024871183,5620WBSHML1725H,1003837
110032592308,4671WGRNPL1441S,1005791
110041026412,55057MLTML701WF,1006273
110000432862,60439NCLCH317WE,1007127
110013863275,54307FRTHW1919S,1000589
110060497001,48121RGSTL3001M,1003403
110000401459,46947CPLYCSTATE,1006136
110006367172,55613TCNTH8124W,1000149
110000592662,47374WHTWT2000U,1005667
110039176030,6093WNRTHN22NRT,1002356
110043808993,61299SRMYRROCKI,1002814
110002121356,53704MNDTL301TR,1007760
110043810043,54308THPRC501EA,1002111
110000401397,46904KKMCS1001E,1005552
110000437661,61350BRGWRCANAL,1003842
110000792786,46783GMCTR12200,1003506
110000594802,56283CNTRLRRCOR,1003901
110000439393,62448MRNCR6725N,1001005
110017420049,62959STHRN11543,1001530
110000592813,47670PSNRGHWY64,1001030
110000823379,45202CGMMF10800,1000841
110000409914,49221RVNMS915TA,1010925
110021315094,56347CNTRLHWY71,1006809
110001987958,45433SDDSFDEPAR,1006150
110032967957,56007GRRSR1MILE,1000857
110000741920,45144RSHGS315US,1000849
110008978552,61048DKNSN4350W,1003422
110000410341,49412GRBRP405ST,1003206
110000432504,60421STPNCRURAL,1005292
110000498774,45241FRDMT3000S,1003264
110066942526,46312NLNDS3210W,1000156
110066942526,46312NLNDS3210W,1001348
110000390862,44683MCRCY7335N,1002324
110000424452,55119NRTHS1678R,1005298
110010456283,47130THPQC7THST,1007045
110000426469,55906RCHST425WS,1000695
110000399792,46580THDLTCORNE,1005907
110058771495,47670TYTMT4000T,1001828
110041990389,62942MRNCR1820P,1001515
110000430178,60087WKGNG10GRE,1001522
110009515417,53080CHRTR1658C,1006901
110033028738,44055LRNTB2199E,1001619
110056970461,46167QLTCH8000N,1003688
110037389224,4600WPTBRF13179,1006114
110017421226,49091RSSLB700WL,1002853
110023013228,54130FXNRGN231E,1000421
110035808855,45232CGNSC49EST,1007325
110000594401,55066SGNTR27384,1002000
110001442458,55379NCHRG4108V,1004942
110000396624,46161CNTRL700NO,1002433
110000438731,62040MRCNS1700W,1003757
110000387402,44125MRCNS4300E,1003474
110000384922,43947FRSTN57246,1006913
110040958425,48917LNSNG3725S,1000683
110000541708,49423HLLND64PIN,1000681
110000602125,62540KNCDG4MILE,1001520
110017422582,62549PPGNDELWIN,1004085
110025332030,49971WHTPN3377P,1005366
110001801364,60069NCHLS2SCHE,1002935
110037061988,5604WGRDNN47453,1000872
110020518974,56031CHSLS18331,1004657
110000790653,62953MSSRPCOUNT,1000243
110015682215,60627CMSTL13500,1006325
110043812158,43040HNDFM2400A,1001841
110057243040,45786GLBMTCOUNT,1006473
110000436528,61032KLLYS3769R,1003486
110000753122,49001THPJH7171P,1002606
110000614265,48906MTRWH1600N,1001105
110000416425,53048QDGRP952BA,1005009
