FRS_ID,TRI_FACILITY_ID,GHG_ID
110000427315,56377CHMPN100EA,1003164
110000410724,49431GRTLK800NW,1010034
110006402605,62002LLNSPNO1CH,1001527
110000401351,46902HYNSN1020W,1007869
110000412447,49862KMBRL601EM,1005838
110000497132,48111WYNDS49350,1005269
110000397730,46304NRTHR246BA,1001537
110056958225,49634TSFLR700ME,1000534
110013325507,56001RCHRD3RDHA,1002154
110000407881,48707MNTRS2600S,1005758
110005983793,47721BRSTL2404P,1005447
110000386500,44103FRSTN6800S,1000844
110000578679,53963LTDRYN3545,1006847
110000888736,60160NVSTR10400,1006190
110044852068,6225WPRRST1739N,1001887
110000888549,60419BLLGL13850,1000105
110000419226,53226MLWKC9250W,1002210
110000425692,55420HTCHC8701H,1002358
110056972655,56267MRRSGHWY59,1002177
110000424700,55308NRTHR13999,1001024
110002319982,44830RCHRD608FI,1011855
110016858916,54220RCKWL4110R,1004375
110000742929,60436JLTGN1800C,1001453
110000418824,53215HRNSC4107W,1010265
110033218426,62201CNTRT231MN,1007764
110056959929,4483WPTBRF2111S,1006912
110033219078,5392WDDNTHN788S,1001071
